sentenceId,sentence,sentence_time
1,"đấy , nó đấy . con tim tao đau quá .",2022-05-20 11:55:15
2,per học hỏi nhé kkk,2022-11-19 10:36:54
3,khi nào người con gái ấy xuất hiện đúng lúc trong cuộc đời của tôi đây,2024-12-24 15:59:37
4,đáng yêu quá,2022-05-17 01:04:19
5,nhiê ̀ u biê ́ n đô ̣ người kha ́ thu ́ vi ̣ =)),2021-09-20 03:41:27
6,tao biết là có ý tốt gởi thông điệp ý nghĩa nhưng nhìn cứ sợ sợ lại còn sấm chớp :<,2025-04-14 19:21:35
7,mình đéo làm nhé bạn .,2023-11-01 05:54:11
8,per nhớ cái này không haha,2024-03-20 14:32:19
9,"đm cho tù mọt gông đi , cái thứ không não",2023-10-02 07:18:33
10,bình tĩnh vãi_chưởng =)),2022-04-11 11:03:45
11,dễ thươnggg,2025-03-15 02:09:40
12,kết thúc 3 năm cấp 3 là khoảng tg đẹp nhất nhưng nó cho ta nhiều kỷ niệm đầy tiếc nuối 🤔,2023-02-17 07:16:49
13,bá đạo vậy chơi sao lại 🤣,2023-03-08 14:12:22
14,đồng nai mùa chim nướng yên xe kaka,2021-10-01 19:14:48
15,các anh chị hãy nói với em đó chỉ là diễn xuất mà thôi . và tình yêu như vậy chỉ có trong tiểu thuyết mà thôi .,2022-12-11 02:46:48
16,gặp bố bố tung phát chụp cây dù bố xiên cho cái đừng hỏi sau tức nước thủng mắt,2022-03-01 06:43:49
17,mua thuốc ngoài thú y sức vào vài ngày nó không bám nữa,2022-09-09 00:47:26
18,bộ phim đầu tiên làm tao khóc thành tiếng,2023-09-23 08:43:36
19,"má ơi , coi đến fire tưởng quảng cáo rạp chiếu phim , đến cuối té ra là mái nhà =))",2021-09-10 14:45:35
20,có hôm tao đang vương nỏ tính bắn vào con họa mi đang đậu trên cành thì ai ngờ nó phản đame đứt thun dội ngược vào mặt từ đó tao không còn chơi nữa,2022-06-24 07:26:53
21,"gặp cái này "" sun "" mẹ nó vào ... :))",2022-02-01 22:34:25
22,con này bán kem bôi não ... xóa bỏ nếp nhăn .. khiến não láng mịn 😌😌😌😌,2024-09-25 03:35:30
23,"đi viện mà tưng tưng ăn uống được là tốt rồi , mừng mày sớm ra viện nhé cô",2021-11-29 21:17:37
24,năm ngoái nhìn rồi năm nay ở nhà xem lại phim ác quỷ valak the nun .😄😄,2024-07-20 05:59:59
25,đi xe cao mà ý thức thấp quá !,2023-07-16 15:13:54
26,nụ cười của crush kích thích vãi :)))))),2025-03-27 09:42:41
27,đang tìm ra 1 điểm sai nào đó nhưng có lẽ không có :),2022-09-18 08:16:47
28,"mình đã xem rất nhiều video như này rồi , nên thấy cũng bình thường =)))",2024-01-11 23:10:31
29,"ủa bất ngờ đây , thanh niên nào đây =))))",2025-05-16 15:28:35
30,gần 1h đêm là con trai mà xem xong nói chuyện mắt vẫn rỡi 😔😔,2021-07-22 10:12:44
31,trung thu là tết thiếu chi chả liên quan chi đến việc tao không có gấu,2022-01-04 13:39:30
32,dã man quá ..,2024-09-06 14:06:28
33,"chạy tới đưa đồ cho nó , trượt chân té sấp mặt luôn",2024-10-03 22:08:06
34,a triệu mua quả báo thì quá rẻ mạt 😞 tiếc là luật có vậy 😏,2023-01-10 12:52:44
35,tao đang chờ xem bà ấy được nghe nhạc ý mà hết video 🤣,2022-03-01 08:09:57
36,per bữa nào làm thử mày,2023-11-20 16:30:22
37,tiền bạc là phù du ... nhiêu đó cho luôn 😂😂😂😂😂,2024-07-31 01:29:16
38,gì mà ghê vậy 😑 sởn gai ốc,2023-08-07 02:40:31
39,crush ai thì cờ rớt chứ đừng cờ rớt mấy mẹ bán hàng online với làm bất động sản chúng mày nhé :3,2024-12-20 11:30:30
40,nguy hiểm,2023-03-24 22:58:01
41,nói tóm lại mau axít đậm đặc bỏ vào thùng nhựa để kế bên cho nó thấy chắc là ổn nhớ đừng làm chuyện dại nhá,2023-01-27 04:09:02
42,mùa mưa đến sớm rồi huhu,2021-11-22 05:23:29
43,đọc xong tao muốn khóc luôn,2022-06-02 01:32:14
44,khi mày dốt ngữ văn nhưng vẫn thích nói những câu đạo con mẹ nó lý,2023-05-26 16:10:48
45,ý anh là đụ em xong có con rồi ct á hả :vậy,2025-01-28 15:19:18
46,mong mai sau cũng được như ông bà,2022-12-19 19:11:37
47,song rồi em để lại anh một cái sừng 10 phân là ít,2021-07-11 23:09:10
48,đáng yêu =)),2023-01-21 11:25:41
49,cười trước nỗi đau của người khác,2025-03-09 01:47:44
50,per ngồi ôm bụng cười và liên tưởng đến nhiều nhân vật,2024-04-21 02:00:32
51,thề dume c còn hết hồn nói chi đến khách =)))) sáng sớm ra mở cửa với tối đóng cửa thôi độ gan dạ cũng phải tăng lên mấy chân kính =)))),2022-01-29 23:47:52
52,chàng trai vàng trong làng bấm biển =))),2023-07-12 07:29:38
53,móng dài thế lúc đi ỉa xong làm sao xịt nước . xịt nước 1 tay còn tay kia phải rửa đít mới sạch được chứ . khả năng cao ông này dùng giấy chứ không dùng vòi xịt,2025-04-24 12:01:34
54,ngắn gọn thôi : thế bây giờ mày muốn tao dỗ hay là tao giỗ :v,2023-01-08 14:48:20
55,tao không phân biệt được bà nội bà ngoại ??,2024-03-30 09:20:37
56,thính đấy đừng dính . vì 1 ngày nào đấy mày sẽ nhận ra không chỉ mình mày mới được vậy,2023-10-17 02:24:11
57,best gái ngành hôm nay đắt hàng,2022-07-18 04:01:46
58,bây giờ gọi hành hiếmkkk,2023-08-25 08:16:26
59,tập có lỗi với thằng quay phim mà tao xem ba lần tao vẫn cười đứt ruột,2023-08-07 06:09:23
60,yêu hay không yêu không yêu hay yêu nói 1 lời 😂,2022-02-23 22:33:42
61,thằng hack game nó gặp trùm cuối rồi 😭😭 truyện đến đây là kết thúc sao 😭,2023-12-11 06:31:19
