sentenceId,sentence,sentence_time
1,"rớt mũ trước , sau là rớt đầu . con với cái mắc dại thiệc 😂",2022-07-14 06:37:40
2,thành phố không nói chứ chỉ 9x trở về mới biết nấu thoii,2024-07-03 20:10:06
3,sao không ghé quán rồi nhờ người nhà cầm nón qua cho :))) tự làm khó mình vậy,2023-01-04 01:23:13
4,🤣 lau mặt bằng quần chíp của vợ à ?,2023-10-30 06:26:52
5,per đó đi chơi nhiều dô hỏi sao da đen -.-,2023-03-10 03:24:34
6,những người em thích đều đi nơi đâu rồi còn con ml bên cạnh song hành,2024-05-11 10:47:14
7,dume . cuộc đời mày ơi . không làm gì được thì cười cho nó qua đi mày,2023-06-12 21:41:41
8,"gặp tao , tao ré cái hoảng mất :(( đáng sợ qué",2023-03-26 06:56:39
9,ụa cho fa đọc chi rựa huhu,2023-11-29 14:59:19
10,không lo chạy bo đi còn tạo sấm sét doạ người lứa,2022-04-27 05:01:50
11,do mày để gián ngay cửa nó không dám vào nên khóc thôi,2023-09-02 13:01:43
12,loại cửa đó :))) cái khung sắt cứng không tả nổi . đen lắm bung cả cửa ra thôi .,2023-07-26 06:46:18
13,nó giống tao ghê . gặp tao tao cũng chọn mày,2025-02-05 09:53:47
14,định mệnh tao lại quên mang áo mưa,2022-04-04 09:26:36
15,chắc nó se lạnh thì đừng hỏi tại sao thằng kia lấp nhíp sưởi ấm cũng không thấy .,2023-09-07 15:08:49
16,cái giọng anh quay phim nghe ngọt quá 😘😘,2025-01-04 10:57:11
17,tao thấy giống khùng với lại vô duyên chứ hay gì,2022-12-04 07:14:01
18,t nhớ tao đang xem xxx thì chưa cắm tai nghe 😭😭😭,2022-08-24 19:21:49
19,"dume , phải con tao thì đéo bao giờ chúng mày có cơ hội xin lỗi luôn .",2022-03-10 21:10:39
20,"những người trẻ với tấm lòng nhân hậu , các bạn thật đáng yêu .",2025-06-12 14:44:04
21,"ờ phải rồi , nói hay lắm . đến lúc nó đậu trước cửa nhà mình cả ngày xem có nhảy lên như khỉ đỏ đít không ?",2021-10-24 14:58:55
22,"tui đây vừa vô phòng thì con vợ mặt trắng bóc nhảy ra đây , tưởng là ma",2023-09-04 16:03:46
23,cho dân nhậu đi lùa 1 hôm thì đến con tép còn đéo còn nữa là hùm đất :)),2023-11-29 12:12:55
24,hiền thì hiền thật đấy cơ mà quá ngưỡng nhịn thì bùng phát thôi 🙂,2023-07-26 17:54:24
25,mấy con lồn này lắm nữa 🙂,2023-02-06 03:28:56
26,per chán quá,2021-11-10 14:48:55
27,đây là cảnh dọn dẹp trong bar hay trong hotel vậy ?,2023-08-12 21:35:09
28,giao lưu tí không . tự bấm chứ không mua =))),2025-01-26 08:04:52
29,dume tao chửi cho nó sấp mặt luôn chứ còn gì nữa,2023-11-21 14:38:25
30,trách ai bây giờ đây huhu,2022-08-05 18:36:20
31,sau vụ này ý thức đậu đỗ xe của tài xế sẽ tốt hơn rất nhiều !,2022-10-18 09:11:23
32,khiếp ăn tạp chẳng chết,2022-04-28 13:29:28
33,cho nên đư ̀ người bao giờ cô ́ tỏ ra la ̀ ca ́ i gì ̀ mi ̀ nh cu ̃ người biê ́ tao nhé,2021-07-05 12:32:25
34,"chỗ đó không có , họ thấy lạ , chứ như tao lần đầu thấy trên internet tao cũng lạ , chửi gì ghê thế",2024-04-15 20:24:58
35,đôi khi có tiền cũng không đi được đâu vì đéo có ai đi cùng,2023-05-23 12:17:30
36,"bạn này không biết cách dọn phòng rồi , phải áp dụng hóa học vào đây nhé , mút sẽ bị tan chảy khi tẩm xăng vào , cho nên bạn cần phải đổ xăng vào mút , việc tiếp theo là ta cần 1 ngọn lửa",2022-06-09 14:10:18
37,bài này tao có 2 cảm xúc . đầu tiên về quán trà . đến cảm xúc quen lại c thy xong bị mẹ cấm :)),2024-02-29 06:19:28
38,tao sợ thật sự :(((,2024-09-26 12:08:34
39,haha . dễ thương gê 😊😘😘,2023-03-27 07:21:22
40,không nên tin bất cứ 1 người nào cả,2023-08-19 21:00:51
41,nguy hiểm thật ... suýt nữa tao ảo tưởng con mẹ nó luôn rồi ..,2022-11-12 13:51:01
42,phim hay vãi ra . đến giờ vẫn thấy mình giống bạn ma nữ quá trời 😂😂😂,2022-05-17 08:34:36
43,một cái tết nhiều tiền,2025-06-25 08:59:21
44,cái miệng nó nhanh hơn cái não,2024-08-02 19:03:05
45,không may thụt chân xuống thì sẽ như thế nào nhỉ chắc là thốn đến tận rốn,2024-08-01 09:39:13
46,má con đĩ mèo nó đanh đá thế,2023-04-02 11:47:22
47,"hăm hở đón nhận tất cả , thậm chí là nỗi buồn , nếu điều ấy khiến việc tồn tại của bạn mang một hương vị đáng nhớ ...",2023-12-08 19:18:07
48,sau khi đọc bài của mày tao cười nhiều quá và gãy mẹ hàm cái à,2023-05-07 15:55:59
49,bố đi đường mà sợ quá,2025-01-13 08:10:56
50,"per tìm tao con nhện này , con này lãng mạn coá",2023-04-06 20:13:32
51,lừa cả tỉ đồng mà đóng phạt 5tr :)) thế này thì răn đe cũng,2022-09-26 17:42:25
52,thế con lồn chủ nhiệm kia đéo có trách nhiệm gì nữa à :/ giáo viên mà sao nghĩ ngắn thế ?,2023-07-25 12:39:52
53,khoảnh khắc nhận ra đồng nghiệp mình is the best :)) nguyễn ngọc thái hiền,2024-12-09 10:09:07
54,cần địa chỉ để đặt một bạn người yêu có chiều cao như anh thứ 3,2024-05-22 06:55:25
55,per nhớ ghê á nha 😂,2022-04-01 07:32:56
56,"đấy ... y đâu cần phải to tác , phải gào lên cho cả thế giới biết .",2022-07-24 09:59:18
57,làm đéo gì có ai nói chuyện thân thiết với tao đâu mà,2022-08-03 16:47:42
58,"per bất hạnh vãi , mà tao với mày đéo tạo được niềm vui :v",2023-08-18 20:46:03
59,"thật thà vãi , mà tao chỉ thích ăn xoài chua .",2022-11-17 15:00:41
60,cảm ơn đoi tình nguyện viên nhớ có các bạn mà người dân bớt vất vả hơn,2023-09-05 00:43:12
61,"mấy con đĩ xạo lồn tao thấy mà tao tức á , chia bè phái ra làm rầm rầm rộ rộ",2023-03-31 02:20:05
62,vỡ tan là như thế ấy,2022-12-10 15:16:07
63,"chỉ cần bạn dùng tình yêu thương , sự chân thành của mình đối với nó thì không gì là không thể .",2024-12-21 17:15:40
64,per sự thích thể hiện của các bạn mà bóng đá per tốn một món tiền không nhỏ ! 😩🙏🤕,2024-11-29 16:36:32
65,ranh con mà láo toét . xem đến đoạn này mà phát bực,2022-12-04 21:46:12
66,cái mặt cưng xĩu,2021-09-02 17:26:08
67,tưởng tượng như vừa lắp não thì lại rớt ... đại loại như vậy đó 🤣🤣🤣,2023-07-07 05:15:12
68,ph :)) phê hơn cả cần nhé . nên mua cái này về dùng tốt cho chó và người :))),2022-12-14 21:26:40
69,trẻ trâu quá đông và nguy hiểm,2023-08-17 13:07:56
